id,entity_id,counterparty_id,contract_id,invoice_number,invoice_date,due_date,total_amount,amount_paid,currency,contra_account_code,status,service_period_start,service_period_end,has_amortization_schedule,journal_entry_id,ai_extraction_raw,ai_confidence_score,contract_matched,approved_by,approved_at,rejection_reason,uploaded_by,pdf_s3_key,notes,created_at,updated_at,pdf_content_hash,net_amount,tax_amount,new_vendor,coa_source,sync_run_id,submitted_by,submitted_at,submit_override_reason,voided_by,voided_at,void_reason,rejected_by,rejected_at
2374,2,,,,1900-01-01,,0.00,0.00,SGD,,draft,,,f,,"{""recon"": {""stub"": true, ""coa_flag"": ""NO-COUNTERPARTY"", ""vendor_flag"": ""QUARANTINE"", ""document_gate"": ""ok"", ""ingest_outcome"": ""no_document_stub"", ""document_status"": ""NO_DOCUMENT""}, ""retool_ref"": {""type"": ""To be paid"", ""payee"": null, ""amount"": 0, ""status"": ""Closed"", ""category"": ""3rd party payment"", ""currency"": ""SGD"", ""platform"": ""Drive lah"", ""closed_at"": ""2024-10-11T12:47:48.238Z"", ""created_at"": ""2024-10-11T12:29:30.160Z"", ""description"": ""DELETE\n"", ""sub_category"": ""Others"", ""finance_db_id"": 6257, ""sub_category_details"": null}, ""provisional_paid"": {""is_provisional_paid"": true, ""provisional_paid_at"": ""2024-10-11T12:47:48.238Z""}}",,f,,,,ingest:retool_nodoc_stub,,,2026-08-01 02:44:30.50167,2026-08-01 02:44:30.501671,,,,f,,,,,,,,,,
2375,2,,,,1900-01-01,,1362.00,0.00,SGD,,draft,,,f,,"{""recon"": {""stub"": true, ""coa_flag"": ""NO-COUNTERPARTY"", ""vendor_flag"": ""QUARANTINE"", ""document_gate"": ""ok"", ""ingest_outcome"": ""no_document_stub"", ""document_status"": ""NO_DOCUMENT""}, ""retool_ref"": {""type"": ""To be paid"", ""payee"": null, ""amount"": 1362, ""status"": ""Closed"", ""category"": ""3rd party payment"", ""currency"": ""SGD"", ""platform"": ""Drive lah"", ""closed_at"": ""2024-11-21T02:52:46.497Z"", ""created_at"": ""2024-10-26T05:51:58.821Z"", ""description"": ""Incrmenentors - payment"", ""sub_category"": ""Marketing services"", ""finance_db_id"": 6869, ""sub_category_details"": null}, ""provisional_paid"": {""is_provisional_paid"": true, ""provisional_paid_at"": ""2024-11-21T02:52:46.497Z""}}",,f,,,,ingest:retool_nodoc_stub,,,2026-08-01 02:44:30.501671,2026-08-01 02:44:30.501672,,,,f,,,,,,,,,,
2378,3,,,,1900-01-01,,2000.00,0.00,AUD,,draft,,,f,,"{""recon"": {""stub"": true, ""coa_flag"": ""NO-COUNTERPARTY"", ""vendor_flag"": ""QUARANTINE"", ""document_gate"": ""ok"", ""ingest_outcome"": ""no_document_stub"", ""document_status"": ""NO_DOCUMENT""}, ""retool_ref"": {""type"": ""To be paid"", ""payee"": null, ""amount"": 2000, ""status"": ""Closed"", ""category"": ""3rd party payment"", ""currency"": ""AUD"", ""platform"": """", ""closed_at"": ""2024-11-19T09:12:22.856Z"", ""created_at"": ""2024-11-19T02:14:32.140Z"", ""description"": ""For approval - AU Ops funds "", ""sub_category"": ""Others"", ""finance_db_id"": 8423, ""sub_category_details"": null}, ""provisional_paid"": {""is_provisional_paid"": true, ""provisional_paid_at"": ""2024-11-19T09:12:22.856Z""}}",,f,,,,ingest:retool_nodoc_stub,,,2026-08-01 02:44:30.501675,2026-08-01 02:44:30.501675,,,,f,,,,,,,,,,
2379,3,,,,1900-01-01,,2000.00,0.00,AUD,,draft,,,f,,"{""recon"": {""stub"": true, ""coa_flag"": ""NO-COUNTERPARTY"", ""vendor_flag"": ""QUARANTINE"", ""document_gate"": ""ok"", ""ingest_outcome"": ""no_document_stub"", ""document_status"": ""NO_DOCUMENT""}, ""retool_ref"": {""type"": ""To be paid"", ""payee"": null, ""amount"": 2000, ""status"": ""Closed"", ""category"": ""3rd party payment"", ""currency"": ""AUD"", ""platform"": ""Drive mate"", ""closed_at"": ""2024-12-16T08:16:20.393Z"", ""created_at"": ""2024-11-21T05:35:45.145Z"", ""description"": ""Hi Jake, for your approval of excess payment to GT. This is for Daniel Davoodian's Jeep that got into an accident. Invoice 85D4BA37-0005 (Section 1 and 2 excess) has been sent to the guest. \nTicket: https://app.intercom.com/a/inbox/q8nq4c01/inbox/conversation/128186143818325?view=List"", ""sub_category"": ""Workshop services"", ""finance_db_id"": 8583, ""sub_category_details"": null}, ""provisional_paid"": {""is_provisional_paid"": true, ""provisional_paid_at"": ""2024-12-16T08:16:20.393Z""}}",,f,,,,ingest:retool_nodoc_stub,,,2026-08-01 02:44:30.501676,2026-08-01 02:44:30.501676,,,,f,,,,,,,,,,
1619,3,86,,FLE0015473,2025-08-05,,309.10,0.00,AUD,,draft,2025-08-05,2025-08-05,f,,"{""recon"": {""coa_flag"": ""NEEDS-COA"", ""vendor_flag"": ""MATCHED"", ""amount_match"": null, ""document_gate"": ""not_invoice"", ""entity_source"": ""bill_to"", ""extraction_error"": null, ""vendor_confidence"": 0.85, ""currency_entity_flag"": false}, ""extraction"": {""currency"": ""AUD"", ""due_date"": null, ""confidence"": 0.35, ""is_invoice"": false, ""tax_amount"": null, ""description"": ""Policy excess payment demand for vehicle insurance claim related to incident on 08 May 2025 (Insured Right of Way)."", ""vendor_name"": ""Insuret Claims Department / The Hollard Insurance Company"", ""invoice_date"": ""2025-08-05"", ""total_amount"": 309.1, ""document_type"": ""letter"", ""vendor_tax_id"": null, ""invoice_number"": ""FLE0015473"", ""subtotal_amount"": null, ""service_period_end"": ""2025-08-05"", ""bill_to_entity_hint"": ""Drive lah Australia Pty Ltd"", ""service_period_start"": ""2025-08-05"", ""suggested_coa_account"": null}, ""gdrive_ref"": {""name"": ""Excess Letter _ FLE0015473_20250805052613 (3).pdf"", ""drive_id"": ""Excess Letter _ FLE0015473_20250805052613 (3).pdf""}, ""provisional_paid"": {""is_provisional_paid"": false, ""provisional_paid_at"": null}}",0.35,f,,,,ingest:gdrive,invoices/entity_3/2026/07/deb2549d34e4_Excess_Letter___FLE0015473_20250805052613__3_.pdf,,2026-07-30 23:44:53.356855,2026-07-30 23:44:53.356858,afe0f8b326efdea28260249847d9798d7fdd0440865566c6fa26b410e6ac3a11,,,f,,890,,,,,,,,
1636,3,86,,FLE0015945,2025-09-17,,5000.00,0.00,AUD,,draft,,,f,,"{""recon"": {""coa_flag"": ""NEEDS-COA"", ""vendor_flag"": ""MATCHED"", ""amount_match"": null, ""document_gate"": ""not_invoice"", ""entity_source"": ""bill_to"", ""extraction_error"": null, ""vendor_confidence"": 0.85, ""currency_entity_flag"": false}, ""extraction"": {""currency"": ""AUD"", ""due_date"": null, ""confidence"": 0.4, ""is_invoice"": false, ""tax_amount"": null, ""description"": ""Insurance policy excess claim payment request for vehicle incident (reversing damage) on policy for Drive Lah Australia Pty Ltd trading as Drive Mate."", ""vendor_name"": ""Insuret Claims Department / The Hollard Insurance Company"", ""invoice_date"": ""2025-09-17"", ""total_amount"": 5000.0, ""document_type"": ""letter"", ""vendor_tax_id"": null, ""invoice_number"": ""FLE0015945"", ""subtotal_amount"": null, ""service_period_end"": null, ""bill_to_entity_hint"": ""Drive lah Australia Pty Ltd"", ""service_period_start"": null, ""suggested_coa_account"": null}, ""gdrive_ref"": {""name"": ""Excess Letter _ FLE0015945_20250917010612.pdf"", ""drive_id"": ""Excess Letter _ FLE0015945_20250917010612.pdf""}, ""provisional_paid"": {""is_provisional_paid"": false, ""provisional_paid_at"": null}}",0.4,f,,,,ingest:gdrive,invoices/entity_3/2026/07/67b01e9890f8_Excess_Letter___FLE0015945_20250917010612.pdf,,2026-07-30 23:48:23.42479,2026-07-30 23:48:23.424793,65b3dd1a963db214358c09a67195d8623da80b43856b0023c45466dba39631cd,,,f,,890,,,,,,,,
2385,3,,,,1900-01-01,,1045.00,0.00,AUD,,draft,,,f,,"{""recon"": {""stub"": true, ""coa_flag"": ""NO-COUNTERPARTY"", ""vendor_flag"": ""QUARANTINE"", ""document_gate"": ""ok"", ""ingest_outcome"": ""no_document_stub"", ""document_status"": ""NO_DOCUMENT""}, ""retool_ref"": {""type"": ""To be paid"", ""payee"": null, ""amount"": 1045, ""status"": ""Closed"", ""category"": ""3rd party payment"", ""currency"": ""AUD"", ""platform"": ""Drive mate"", ""closed_at"": ""2024-12-16T10:24:37.591Z"", ""created_at"": ""2024-12-04T04:55:30.029Z"", ""description"": ""Repo costs for DI55HJ. Approved by Alex. Would be charged to the Guest. Invoice # 19073"", ""sub_category"": ""Towing services"", ""finance_db_id"": 9587, ""sub_category_details"": null}, ""provisional_paid"": {""is_provisional_paid"": true, ""provisional_paid_at"": ""2024-12-16T10:24:37.591Z""}}",,f,,,,ingest:retool_nodoc_stub,,,2026-08-01 02:44:30.501683,2026-08-01 02:44:30.501683,,,,f,,,,,,,,,,
483,2,253,,,2025-02-01,2026-01-16,1221.00,0.00,SGD,,draft,,,f,,"{""recon"": {""coa_flag"": ""NEEDS-COA"", ""vendor_flag"": ""MATCHED"", ""amount_match"": false, ""document_gate"": ""ok"", ""entity_source"": ""platform"", ""extraction_error"": ""No /Root object! - Is this really a PDF?"", ""vendor_confidence"": 0.0, ""currency_entity_flag"": false}, ""extraction"": {""currency"": null, ""due_date"": null, ""confidence"": 0.0, ""is_invoice"": null, ""tax_amount"": null, ""description"": null, ""vendor_name"": null, ""invoice_date"": null, ""total_amount"": null, ""document_type"": null, ""vendor_tax_id"": null, ""invoice_number"": null, ""subtotal_amount"": null, ""service_period_end"": null, ""bill_to_entity_hint"": null, ""service_period_start"": null, ""suggested_coa_account"": null}, ""retool_ref"": {""type"": ""To be paid"", ""payee"": ""Jay Balan"", ""amount"": 1221, ""status"": ""Closed"", ""trip_id"": """", ""category"": ""3rd party payment"", ""currency"": ""SGD"", ""platform"": ""Drive lah"", ""closed_at"": ""2026-01-16T06:52:54.132Z"", ""created_at"": ""2026-01-16T06:52:06.378Z"", ""description"": ""CPF shortfall for Jay Balan "", ""sub_category"": ""Other professional services"", ""finance_db_id"": 27235, ""sub_category_details"": ""Compliance & Audit Fees""}, ""provisional_paid"": {""is_provisional_paid"": true, ""provisional_paid_at"": ""2026-01-16T06:52:54.132Z""}}",0,f,,,,ingest:retool_invoice,invoices/entity_2/2026/07/316fa72320b5_1768546273361-Jay-Balan-Cpf-reimbursement-copy.xlsx,,2026-07-30 08:53:52.4344,2026-08-01 02:32:45.580447,bf610c4264fa0c2b0210a24f48d59ba6012cc1811c352f09c427ebaf8a7a39d1,,,f,,814,,,,,,,,
1557,2,,,,2024-02-29,,3270.00,0.00,SGD,,draft,,,f,,"{""recon"": {""coa_flag"": ""NO-COUNTERPARTY"", ""vendor_flag"": ""QUARANTINE"", ""amount_match"": false, ""document_gate"": ""ok"", ""entity_source"": ""currency"", ""extraction_error"": ""No /Root object! - Is this really a PDF?"", ""vendor_confidence"": 0.0, ""currency_entity_flag"": false}, ""extraction"": {""currency"": null, ""due_date"": null, ""confidence"": 0.0, ""is_invoice"": null, ""tax_amount"": null, ""description"": null, ""vendor_name"": null, ""invoice_date"": null, ""total_amount"": null, ""document_type"": null, ""vendor_tax_id"": null, ""invoice_number"": null, ""subtotal_amount"": null, ""service_period_end"": null, ""bill_to_entity_hint"": null, ""service_period_start"": null, ""suggested_coa_account"": null}, ""retool_ref"": {""type"": ""To be paid"", ""payee"": null, ""amount"": 3270, ""status"": ""Closed"", ""trip_id"": """", ""category"": ""3rd party payment"", ""currency"": ""SGD"", ""platform"": """", ""closed_at"": ""2024-03-09T06:12:07.182Z"", ""created_at"": ""2024-02-29T09:50:23.661Z"", ""description"": ""Hi Dirk-Jan please approve to Pay Tokio Marine I was able to charge the guest for the full Section II Excess\nhttps://trello.com/c/EoEj2U8L/5877-car-accident-knaporn-guest-ahmad-host-skb5888g\nTicket: https://app.intercom.com/a/inbox/q8nq4c01/inbox/team/7148376/conversation/128186123280578?view=List"", ""sub_category"": ""Others"", ""finance_db_id"": 717, ""sub_category_details"": null}, ""provisional_paid"": {""is_provisional_paid"": true, ""provisional_paid_at"": ""2024-03-09T06:12:07.182Z""}}",0,f,,,,ingest:retool_invoice,invoices/entity_2/2026/07/01b279937182_51c8d00c-29dc-428a-9707-ffd2bf67fb16.pdf,,2026-07-30 14:29:42.002042,2026-08-01 02:32:45.580865,98cf6924680790064659cf58e0b332d8a19bae5eeb9b72a54671bd8bb578172a,,,f,,843,,,,,,,,
2393,3,,,,1900-01-01,,0.00,0.00,AUD,,draft,,,f,,"{""recon"": {""stub"": true, ""coa_flag"": ""NO-COUNTERPARTY"", ""vendor_flag"": ""QUARANTINE"", ""document_gate"": ""ok"", ""ingest_outcome"": ""no_document_stub"", ""document_status"": ""NO_DOCUMENT""}, ""retool_ref"": {""type"": ""To be paid"", ""payee"": null, ""amount"": 0, ""status"": ""Closed"", ""category"": ""3rd party payment"", ""currency"": ""AUD"", ""platform"": ""Drive mate"", ""closed_at"": ""2025-01-03T10:41:00.701Z"", ""created_at"": ""2024-12-16T06:24:27.377Z"", ""description"": ""delete"", ""sub_category"": ""Workshop services"", ""finance_db_id"": 10486, ""sub_category_details"": null}, ""provisional_paid"": {""is_provisional_paid"": true, ""provisional_paid_at"": ""2025-01-03T10:41:00.701Z""}}",,f,,,,ingest:retool_nodoc_stub,,,2026-08-01 02:44:30.501692,2026-08-01 02:44:30.501692,,,,f,,,,,,,,,,
1660,3,693,,VL40301694,2025-09-26,,2000.00,0.00,AUD,,draft,,,f,,"{""recon"": {""coa_flag"": ""NEEDS-COA"", ""vendor_flag"": ""MATCHED"", ""amount_match"": null, ""document_gate"": ""not_invoice"", ""entity_source"": ""bill_to"", ""extraction_error"": null, ""vendor_confidence"": 0.85, ""currency_entity_flag"": false}, ""extraction"": {""currency"": ""AUD"", ""due_date"": null, ""confidence"": 0.65, ""is_invoice"": false, ""tax_amount"": null, ""description"": ""Insurance claim acknowledgement and excess notification for vehicle claim on 2014 Toyota Rav4 Wagon. Claim excess of $2,000.00 is payable to GT Insurance."", ""vendor_name"": ""Global Transport & Automotive Insurance Solutions (GT Insurance)"", ""invoice_date"": ""2025-09-26"", ""total_amount"": 2000.0, ""document_type"": ""letter"", ""vendor_tax_id"": ""93 069 048 255"", ""invoice_number"": ""VL40301694"", ""subtotal_amount"": null, ""service_period_end"": null, ""bill_to_entity_hint"": ""Drive lah Australia Pty Ltd"", ""service_period_start"": null, ""suggested_coa_account"": null}, ""gdrive_ref"": {""name"": ""574JJ8 - New Claim Acknowledgement VL40301694.pdf"", ""drive_id"": ""574JJ8 - New Claim Acknowledgement VL40301694.pdf""}, ""provisional_paid"": {""is_provisional_paid"": false, ""provisional_paid_at"": null}}",0.65,f,,,,ingest:gdrive,invoices/entity_3/2026/07/5765d7e5bbde_574JJ8_-_New_Claim_Acknowledgement_VL40301694.pdf,,2026-07-30 23:54:04.058454,2026-07-30 23:54:04.058457,a14745fce450c518f4050b40dda7dae0da937a36c096c826112ddc2e36475bac,,,f,,890,,,,,,,,
2395,3,,,,1900-01-01,,2000.00,0.00,AUD,,draft,,,f,,"{""recon"": {""stub"": true, ""coa_flag"": ""NO-COUNTERPARTY"", ""vendor_flag"": ""QUARANTINE"", ""document_gate"": ""ok"", ""ingest_outcome"": ""no_document_stub"", ""document_status"": ""NO_DOCUMENT""}, ""retool_ref"": {""type"": ""To be paid"", ""payee"": null, ""amount"": 2000, ""status"": ""Closed"", ""category"": ""3rd party payment"", ""currency"": ""AUD"", ""platform"": ""Drive mate"", ""closed_at"": ""2025-01-24T01:31:20.332Z"", ""created_at"": ""2025-01-06T05:09:51.654Z"", ""description"": ""Hi Jake, for your approval. I'm only able to charge guest for $1000. This is for the excess payment for GT Insurance. Thank you!"", ""sub_category"": ""Workshop services"", ""finance_db_id"": 12069, ""sub_category_details"": null}, ""provisional_paid"": {""is_provisional_paid"": true, ""provisional_paid_at"": ""2025-01-24T01:31:20.332Z""}}",,f,,,,ingest:retool_nodoc_stub,,,2026-08-01 02:44:30.501694,2026-08-01 02:44:30.501695,,,,f,,,,,,,,,,
