"id","realm_id","rule_name","description","priority","is_active","is_and_rule","created_at","updated_at","created_by","bank_accounts"
223,"9130348479446096",Alpine RMS,,46,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
240,"9130348479446096",Arena detailing,,63,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
243,"9130348479446096",Atlassian,,66,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
189,"9130348479446096",AWS,,12,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
202,"9130348479446096",Birthdaybot,,25,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
206,"9130348479446096",Bitly,,29,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
501,"9130354593661056",Aussie Broadband,Migrated from Australia CSV on 2025-06-30,60,true,true,2025-06-30 06:16:27.564,2025-07-01 23:26:32.166,australia_csv_migrator,CBA
510,"9130354593661056",ATO,Migrated from Australia CSV on 2025-06-30,60,true,true,2025-06-30 06:16:27.564,2025-07-01 23:26:32.166,australia_csv_migrator,CBA
574,"9130348479446096",SG Cash - c_customer_deposits_received,Customer security deposits received,85,true,true,2025-07-02 10:16:14.870,2025-07-02 10:16:14.870,rule_creator_SG,stripe_sgd
373,"9130348479446096",Wise HR Salary Payments - Paramjeet Paramjeet,Wise payment to HR employee Paramjeet Paramjeet (account 54),10,true,false,2025-06-25 02:04:06.809,2025-06-25 02:04:06.809,,
374,"9130348479446096",Wise HR Salary Payments - Yash Mimani,Wise payment to HR employee Yash Mimani (account 54),10,true,false,2025-06-25 02:04:06.809,2025-06-25 02:04:06.809,,
375,"9130348479446096",Wise HR Salary Payments - Thummanapally Tilak,Wise payment to HR employee Thummanapally Tilak (account 54),10,true,false,2025-06-25 02:04:06.809,2025-06-25 02:04:06.809,,
376,"9130348479446096",Wise HR Salary Payments - Vigneshsuran So Dhevan,Wise payment to HR employee Vigneshsuran So Dhevan (account 54),10,true,false,2025-06-25 02:04:06.809,2025-06-25 02:04:06.809,,
377,"9130348479446096",Wise HR Salary Payments - Padsala Naitik Babubhai,Wise payment to HR employee Padsala Naitik Babubhai (account 54),10,true,false,2025-06-25 02:04:06.809,2025-06-25 02:04:06.809,,
378,"9130348479446096",Wise HR Salary Payments - Rahul Moitra,Wise payment to HR employee Rahul Moitra (account 54),10,true,false,2025-06-25 02:04:06.809,2025-06-25 02:04:06.809,,
379,"9130348479446096",Wise HR Salary Payments - Bhalani Nimesh Himmatbhai,Wise payment to HR employee Bhalani Nimesh Himmatbhai (account 54),10,true,false,2025-06-25 02:04:06.809,2025-06-25 02:04:06.809,,
380,"9130348479446096",Wise HR Salary Payments - Pankaj M Patidar,Wise payment to HR employee Pankaj M Patidar (account 54),10,true,false,2025-06-25 02:04:06.809,2025-06-25 02:04:06.809,,
381,"9130348479446096",Wise HR Salary Payments - Aakash Aakash,Wise payment to HR employee Aakash Aakash (account 54),10,true,false,2025-06-25 02:04:06.809,2025-06-25 02:04:06.809,,
382,"9130348479446096",Wise HR Salary Payments - SANJAY KUMAR,Wise payment to HR employee SANJAY KUMAR (account 54),10,true,false,2025-06-25 02:04:06.809,2025-06-25 02:04:06.809,,
383,"9130348479446096",Wise HR Salary Payments - Joel Michael Wecker,Wise payment to HR employee Joel Michael Wecker (account 54),10,true,false,2025-06-25 02:04:06.809,2025-06-25 02:04:06.809,,
384,"9130348479446096",Wise HR Salary Payments - Geraldine Austin,Wise payment to HR employee Geraldine Austin (account 54),10,true,false,2025-06-25 02:04:06.809,2025-06-25 02:04:06.809,,
385,"9130348479446096",Wise HR Salary Payments - Muhammad Uzair Tanveer,Wise payment to HR employee Muhammad Uzair Tanveer (account 54),10,true,false,2025-06-25 02:04:06.809,2025-06-25 02:04:06.809,,
386,"9130348479446096",Wise HR Salary Payments - Jacob Hyde,Wise payment to HR employee Jacob Hyde (account 54),10,true,false,2025-06-25 02:04:06.809,2025-06-25 02:04:06.809,,
387,"9130348479446096",Wise HR Salary Payments - Farhan Chowdhury,Wise payment to HR employee Farhan Chowdhury (account 54),10,true,false,2025-06-25 02:04:06.809,2025-06-25 02:04:06.809,,
388,"9130348479446096",Wise HR Salary Payments - Aman Yadav,Wise payment to HR employee Aman Yadav (account 54),10,true,false,2025-06-25 02:04:06.809,2025-06-25 02:04:06.809,,
390,"9130348479446096",Tech Vendor - Paddle,Payments to Paddle for technology services (account 17),10,true,false,2025-06-25 02:04:06.809,2025-06-25 02:04:06.809,,
391,"9130348479446096",Tech Vendor - Upwork,Payments to Upwork for technology services (account 17),10,true,false,2025-06-25 02:04:06.809,2025-06-25 02:04:06.809,,
392,"9130348479446096",Tech Vendor - SafetyCulture,Payments to SafetyCulture for technology services (account 17),10,true,false,2025-06-25 02:04:06.809,2025-06-25 02:04:06.809,,
393,"9130348479446096",Tech Vendor - OpenAI,Payments to OpenAI for technology services (account 17),10,true,false,2025-06-25 02:04:06.809,2025-06-25 02:04:06.809,,
397,"9130348479446096",Vendor - Paddle,,85,true,true,2025-06-25 02:36:39.821,2025-06-25 02:36:39.821,rule_manager,
593,"9130351639845226",DBS USD Outgoing to DBS SGD Transfer,DBS USD outgoing transfers to DBS SGD - awaits pairing,5,true,true,2025-07-04 02:08:17.324,2025-07-04 02:08:17.324,transfer_update_script,DBS_USD_Holding
594,"9130351639845226",DBS SGD Incoming from DBS USD Transfer,DBS SGD incoming transfers from DBS USD - awaits pairing,6,true,true,2025-07-04 02:08:17.324,2025-07-04 02:08:17.324,transfer_update_script,DBS_SGD_Holding
608,"9130348479446096",Wise Marekting new customers Auto,,191,true,false,2025-07-04 11:33:08.187,2025-07-04 11:33:08.187,wise_rule_creator,Wise
287,"9130348479446096",Accounting expense,,110,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
285,"9130348479446096",Aircall,,108,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
269,"9130348479446096",Apex debt recovery,,92,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
265,"9130348479446096",Battery Company,,88,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
270,"9130348479446096",Carousell,,93,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
260,"9130348479446096",Cash rebate,,83,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
250,"9130348479446096",Cheng Auto Body works,,73,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
266,"9130348479446096",City Auto,,89,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
256,"9130348479446096",CPF,,79,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
261,"9130348479446096",CYCLE & CARRIA RMS,,84,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
316,"9130348479446096",Digital Matter,,139,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
251,"9130348479446096",Elite car,,74,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
304,"9130348479446096",Focussed claims,,127,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
257,"9130348479446096",Google suite,,80,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
308,"9130348479446096",GPS Malaysia,,131,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
309,"9130348479446096",Gupshup,,132,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
595,"9130348479446096",Wise Legal Auto,,178,true,false,2025-07-04 11:33:01.440,2025-07-04 11:33:01.440,wise_rule_creator,Wise
561,"9130348479446096",SG Accrual - a_trip_revenue_earned,Trip revenue recognition when trip ends,85,true,true,2025-07-02 10:15:08.521,2025-07-02 10:15:08.521,rule_creator_SG,accrual_sg
575,"9130348479446096",SG Cash - c_incidentals_invoice_paid,Incidentals invoice payments received,85,true,true,2025-07-02 10:16:15.318,2025-07-02 10:16:15.318,rule_creator_SG,stripe_sgd
394,"9130348479446096",Vendor - Retool,,85,true,true,2025-06-25 02:36:38.158,2025-06-25 02:36:38.158,rule_manager,
398,"9130348479446096",Vendor - Upwork,,85,true,true,2025-06-25 02:36:40.190,2025-06-25 02:36:40.190,rule_manager,
227,"9130348479446096",Other payouts by customers,,50,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,"1001"
351,"9130348479446096",Ana salary,,174,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
352,"9130348479446096",Annabella,,175,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
353,"9130348479446096",Antron,,176,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
354,"9130348479446096",Ashley RMS Host,,177,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
183,"9130348479446096",Bank charges,,6,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,"1001,3001"
195,"9130348479446096",Calendly,,18,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
200,"9130348479446096",Canva,,23,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
335,"9130348479446096",Caretaker,,158,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
336,"9130348479446096",Caretaker1,,159,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
337,"9130348479446096",Caretaker2,,160,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
338,"9130348479446096",caretaker3,,161,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
241,"9130348479446096",CDG RMS,,64,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
242,"9130348479446096",CHENG CHUAN,,65,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
188,"9130348479446096",Circle CI,,11,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
323,"9130348479446096",Contractor,,146,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
472,"9130348479446096",AWS Auto-Rule,Auto-categorize AWS payments to Operating Expenses:Technology System Cost,90,true,true,2025-06-30 01:50:46.851,2025-06-30 01:50:46.851,rule_creator_SG,
596,"9130348479446096",Wise Due from fleet Auto,,179,true,false,2025-07-04 11:33:01.878,2025-07-04 11:33:01.878,wise_rule_creator,Wise
562,"9130348479446096",SG Accrual - a_incidentals_invoiced,Accrual for damage/toll invoices created,85,true,true,2025-07-02 10:15:08.960,2025-07-02 10:15:08.960,rule_creator_SG,accrual_sg
576,"9130348479446096",SG Cash - c_subscription_invoice_paid,Subscription invoice payments received,85,true,true,2025-07-02 10:16:15.861,2025-07-02 10:16:15.861,rule_creator_SG,stripe_sgd
334,"9130348479446096",DM,,157,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
198,"9130348479446096",Docsend,,21,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
197,"9130348479446096",Docusign,,20,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
342,"9130348479446096",Drive mate 1,,165,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
343,"9130348479446096",Drive mate 2,,166,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
232,"9130348479446096",Dropbox,,55,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
222,"9130348479446096",Eurokars RMS,,45,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
185,"9130348479446096",Facebook as Operating Expenses-Marketing - Advertising (new customers),,8,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
212,"9130348479446096",Finger Print,,35,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
341,"9130348479446096",Fleet Dr,,164,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
247,"9130348479446096",General debit card purchases,,70,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
191,"9130348479446096",Github,,14,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
186,"9130348479446096",GoDaddy.com as Operating Expenses-Technology System Cost,,9,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
180,"9130348479446096",GOOGLE ADS,,3,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
229,"9130348479446096",Google cloud,,52,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,"1001,3001"
215,"9130348479446096",Google play as Tech operations,,38,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
181,"9130348479446096",Google Storage as Tech operations,,4,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
210,"9130348479446096",Hellosign,,33,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
239,"9130348479446096",HEROKU,,62,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
201,"9130348479446096",Hotjar,,24,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
348,"9130348479446096",Hubspot,,171,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
328,"9130348479446096",Human Resource,,151,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
332,"9130348479446096",Human resource1,,155,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
262,"9130348479446096",IBG GIRO,,85,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
305,"9130348479446096",Illion,,128,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
310,"9130348479446096",Income insurance,,133,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
190,"9130348479446096",Intercom,,13,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
220,"9130348479446096",Intuit as Operating Expenses-Corporate - Bookkeeping Fees,,43,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
317,"9130348479446096",Jared,,140,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
315,"9130348479446096",Jay Balan,,138,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
267,"9130348479446096",Jay Incentive,,90,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
249,"9130348479446096",Jay Salary,,72,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
314,"9130348479446096",Journey Horizon,,137,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
182,"9130348479446096",Justco,,5,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
264,"9130348479446096",Kaolin,,87,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
224,"9130348479446096",Komoco RMS,,47,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
318,"9130348479446096",KORE wireless,,141,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
298,"9130348479446096",Legal Fees,,121,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
272,"9130348479446096",LIBERTY WIRELE,,95,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
297,"9130348479446096",Liberty wireless,,120,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
258,"9130348479446096",Loom,,81,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
204,"9130348479446096",Lucidchart,,27,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
289,"9130348479446096",Metabase,,112,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
271,"9130348479446096",Microsoft,,94,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
235,"9130348479446096",Midjourney,,58,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
234,"9130348479446096",Miro,,57,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
255,"9130348479446096",Misc earnings,,78,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
286,"9130348479446096",Moengage,,109,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
346,"9130348479446096",Monday,,169,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
347,"9130348479446096",Monday.com,,170,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
246,"9130348479446096",MURF.AI,,69,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
208,"9130348479446096",Notion,,31,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
209,"9130348479446096",Notionforms,,32,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
300,"9130348479446096",NTUC,,123,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
193,"9130348479446096",Octopods,,16,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
273,"9130348479446096",Contractor salary 1,,96,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,Wise
306,"9130348479446096",Money received from Australia,,0,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,Wise
236,"9130348479446096",ONELINK,,59,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
329,"9130348479446096",Onfido,,152,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
238,"9130348479446096",OVERFLOW,,61,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
205,"9130348479446096",Papertrail,,28,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
259,"9130348479446096",Parking.sg,,82,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
324,"9130348479446096",PH Healthcare,,147,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
268,"9130348479446096",PHOTO,,91,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
263,"9130348479446096",Photograpger,,86,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
225,"9130348479446096",Photographer,,48,true,false,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
319,"9130348479446096",Photography,,142,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
320,"9130348479446096",Photography1,,143,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
321,"9130348479446096",Photography2,,144,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
331,"9130348479446096",Photography3,,154,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
313,"9130348479446096",Randolf,,136,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
291,"9130348479446096",Recruitee,,114,true,true,2025-06-22 12:29:52.091,2025-06-22 12:29:52.091,csv_migration,
