finance_db_id,payee,amount,currency,retool_status,platform,outcome,invoice_id,duplicate_of,dup_reason,is_invoice,document_type,entity_id,entity_source,currency_entity_flag,counterparty_id,vendor_flag,coa,run_id,timestamp
32042,CHENG CHUAN MOTOR SERVICES,400,SGD,Approved,Drive lah,uploaded,259,,,True,tax_invoice,2,bill_to,False,55,MATCHED,5032,814,2026-07-30T08:04:09.793994
32040,savillo - venture haven,400,SGD,Closed,Drive lah,no_attachment,,,,,,,,,,,,814,2026-07-30T08:04:13.759460
32025,Blake Forsyth,300,AUD,Closed,Drive mate,not_invoice,260,,,False,letter,3,bill_to,False,,QUARANTINE,,814,2026-07-30T08:04:13.759485
31914,Norman Chan,1364,AUD,Approval Required,Drive mate,uploaded,261,,,True,tax_invoice,3,bill_to,False,111,MATCHED,5001,814,2026-07-30T08:04:32.156363
31901,CHENG CHUAN MOTOR SERVICES,500,SGD,Approved,Drive lah,uploaded,262,,,True,tax_invoice,2,bill_to,False,55,MATCHED,5032,814,2026-07-30T08:04:49.497976
31894,CHENG CHUAN MOTOR SERVICES,1100,SGD,Approved,Drive lah,uploaded,263,,,True,tax_invoice,2,bill_to,False,55,MATCHED,5032,814,2026-07-30T08:04:53.819314
31887,CHENG CHUAN MOTOR SERVICES,300,SGD,Approved,Drive lah,uploaded,264,,,True,tax_invoice,2,bill_to,False,55,MATCHED,5032,814,2026-07-30T08:04:57.894674
31864,Kan Fook Sing Motor Workshop,130.8,SGD,Closed,Drive lah,uploaded,265,,,True,invoice,2,bill_to,False,,QUARANTINE,,814,2026-07-30T08:05:01.937889
31856,Matheus van der Kooi,4609.79,AUD,Approved,Drive mate,uploaded,266,,,,,3,platform,False,187,MATCHED,5062,814,2026-07-30T08:05:19.997917
31849,Tasha-Marie Gould,100,AUD,Approved,Drive mate,not_invoice,267,,,False,letter,3,bill_to,False,650,MATCHED,5025,814,2026-07-30T08:05:36.122869
31843,Thinxtra Solutions Pty Ltd,15142.05,AUD,Approved,Drive mate,uploaded,268,,,True,tax_invoice,3,bill_to,False,142,MATCHED,5030,814,2026-07-30T08:05:54.283760
31842,Thinxtra Solutions Pty Ltd,16551.36,AUD,Approved,Drive mate,uploaded,269,,,True,tax_invoice,3,bill_to,False,142,MATCHED,5030,814,2026-07-30T08:06:13.287319
31839,Stephen Inner West Smash Repairs Pty Ltd,275,AUD,Closed,Drive mate,uploaded,270,,,True,tax_invoice,3,bill_to,False,138,MATCHED,5032,814,2026-07-30T08:06:31.584909
31836,CHENG CHUAN MOTOR SERVICES,800,SGD,Approved,Drive lah,uploaded,271,,,True,tax_invoice,2,bill_to,False,55,MATCHED,5032,814,2026-07-30T08:06:38.670464
31831,AWS,132.01,SGD,Approved,Central,uploaded,272,,,True,invoice,2,bill_to,False,355,MATCHED,,814,2026-07-30T08:06:43.234788
31829,AWS,167.2,SGD,Approved,Central,uploaded,273,,,True,tax_invoice,2,bill_to,False,355,MATCHED,,814,2026-07-30T08:07:01.802167
31828,AWS,11651.33,SGD,Approved,Central,uploaded,274,,,True,tax_invoice,2,bill_to,False,355,MATCHED,,814,2026-07-30T08:07:22.449623
31827,AWS,167.48,SGD,Closed,Drive mate,uploaded,275,,,True,tax_invoice,2,bill_to,False,355,MATCHED,,814,2026-07-30T08:07:40.749510
31803,Stephen Inner West Smash Repairs Pty Ltd,1100,AUD,Approved,Drive mate,uploaded,276,,,True,tax_invoice,3,bill_to,False,138,MATCHED,5032,814,2026-07-30T08:07:59.357412
31772,Norman Chan,1023,AUD,Approval Required,Drive mate,uploaded,277,,,True,tax_invoice,3,bill_to,False,111,MATCHED,5001,814,2026-07-30T08:08:09.869389
31741,Tokio Marine,3270,SGD,Approval Required,Drive lah,not_invoice,278,,,False,letter,2,bill_to,False,144,MATCHED,,814,2026-07-30T08:08:27.059717
31699,HDB,360,SGD,Closed,Drive lah,not_invoice,279,,,False,spreadsheet_screenshot,2,bill_to,False,80,MATCHED,5060,814,2026-07-30T08:08:46.677730
31662,Stephen Inner West Smash Repairs Pty Ltd,385,AUD,Approved,Drive mate,uploaded,280,,,True,tax_invoice,3,bill_to,False,138,MATCHED,5032,814,2026-07-30T08:09:02.288948
31641,NORMAN CHAN,924,AUD,Approval Required,Drive mate,uploaded,281,,,True,tax_invoice,3,bill_to,False,111,MATCHED,5001,814,2026-07-30T08:09:10.055243
31635,Thinxtra Solutions Pty Ltd,134.94,AUD,Closed,Drive mate,uploaded,282,,,True,tax_invoice,3,bill_to,False,142,MATCHED,5030,814,2026-07-30T08:09:28.365607
31634,"SentriLock, LLC",808.08,USD,Closed,Drive mate,uploaded,283,,,True,invoice,3,bill_to,False,130,MATCHED,5030,814,2026-07-30T08:09:46.216132
31633,ISS First Response,8180.05,AUD,Approved,Drive mate,uploaded,284,,,True,tax_invoice,3,bill_to,False,656,MATCHED,5032,814,2026-07-30T08:09:52.795320
31632,Humax | Altimobility,10000,USD,Closed,Drive mate,uploaded,285,,,True,invoice,3,bill_to,False,649,MATCHED,5030,814,2026-07-30T08:10:11.304340
31624,Stephen Inner West Smash Repairs Pty Ltd,385,AUD,Closed,Drive mate,uploaded,286,,,True,tax_invoice,3,bill_to,False,138,MATCHED,5032,814,2026-07-30T08:10:26.650027
31608,EXPERIAN,3532.1,AUD,Closed,Drive mate,not_invoice,287,,,False,letter,3,bill_to,False,274,MATCHED,6701,814,2026-07-30T08:10:34.192736
31597,Zhibing He,2970,AUD,Approved,Drive mate,uploaded,288,,,,,3,platform,False,,QUARANTINE,,814,2026-07-30T08:10:42.457436
31574,Focussed Assessing Pty Ltd	,220,AUD,Approved,Drive mate,uploaded,289,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:10:58.094763
31559,Focussed	Assessing	Pty	Ltd,330,AUD,Approved,Drive mate,uploaded,290,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:11:04.733342
31554,Allianz Australia Insurance,4650.72,AUD,Closed,Drive mate,uploaded,291,,,,,3,platform,False,368,MATCHED,,814,2026-07-30T08:11:11.082183
31530,MND Lawyer,2420,AUD,Approval Required,Drive mate,uploaded,292,,,True,tax_invoice,3,bill_to,False,622,MATCHED,6501,814,2026-07-30T08:11:31.240422
31529,Mack Tow Pty Ltd,1153.1,AUD,Closed,Drive mate,uploaded,293,,,True,tax_invoice,3,bill_to,False,,QUARANTINE,,814,2026-07-30T08:11:47.568820
31504,Focussed	Assessing	Pty	Ltd,440,AUD,Closed,Drive mate,uploaded,294,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:12:06.716416
31440,Auto & General Services PTY LTD. ,3097.18,AUD,Closed,Drive mate,not_invoice,295,,,False,letter,3,bill_to,False,,QUARANTINE,,814,2026-07-30T08:12:14.300578
31356,Stephen Inner West Smash Repairs Pty Ltd,4010,AUD,Closed,Drive mate,uploaded,296,,,True,tax_invoice,3,bill_to,False,138,MATCHED,5032,814,2026-07-30T08:12:32.229330
31292,Stephen Inner West Smash Repairs Pty Ltd,580,AUD,Closed,Drive mate,uploaded,297,,,True,tax_invoice,3,bill_to,False,138,MATCHED,5032,814,2026-07-30T08:12:39.128373
31270,INTERCOM,18307.8,USD,Closed,Central,uploaded,298,,,True,invoice,2,bill_to,False,87,MATCHED,6701,814,2026-07-30T08:12:45.920426
31268,Aircall,2268.8,USD,Closed,Central,uploaded,299,,,True,invoice,2,bill_to,False,31,MATCHED,6701,814,2026-07-30T08:13:05.067596
31167,The Hollard Insurance Company - Insuret Claims Account,5000,AUD,Closed,Drive mate,not_invoice,300,,,False,letter,3,bill_to,False,342,MATCHED,,814,2026-07-30T08:13:23.248955
31160,Stephen Inner West Smash Repairs,1400,AUD,Approved,Drive mate,uploaded,301,,,True,tax_invoice,3,bill_to,False,138,MATCHED,5032,814,2026-07-30T08:13:40.494141
31104,Prestige Panel Beaters Pty Ltd,5204.35,AUD,Closed,Drive mate,uploaded,302,,,True,tax_invoice,3,bill_to,False,,QUARANTINE,,814,2026-07-30T08:13:47.778475
31076,Stephen Inner West Smash Repairs Pty Ltd,1450,AUD,Auto-approved,Drive Mate,uploaded,303,,,True,tax_invoice,3,bill_to,False,138,MATCHED,5032,814,2026-07-30T08:14:06.864600
31070,Focussed Assessing Pty Ltd,220,AUD,Approved,Drive mate,uploaded,304,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:14:14.091095
31069,Fixed Lah,2785,SGD,Closed,Drive lah,not_invoice,305,,,False,quotation,2,platform,False,,QUARANTINE,,814,2026-07-30T08:14:21.442111
31045,Auto & General Services PTY LTD,5775.51,AUD,Closed,Drive mate,not_invoice,306,,,False,letter,3,bill_to,False,,QUARANTINE,,814,2026-07-30T08:14:39.593014
30991,Matheus van der Kooi,1777.12,AUD,Closed,Drive mate,uploaded,307,,,,,3,platform,False,187,MATCHED,5062,814,2026-07-30T08:14:57.359564
30983,HDB,600,SGD,Closed,Drive lah,not_invoice,308,,,False,spreadsheet_screenshot,2,platform,False,80,MATCHED,5060,814,2026-07-30T08:15:13.255889
30920,Altimobility,10000,USD,Closed,Drive mate,not_invoice,309,,,False,report,3,platform,False,649,MATCHED,5030,814,2026-07-30T08:15:20.865815
30918,Thinxtra,17635.12,AUD,Approved,Drive mate,uploaded,310,,,True,tax_invoice,3,bill_to,False,142,MATCHED,5030,814,2026-07-30T08:15:36.856916
30848,Auto Tow Services,646.36,AUD,Closed,Drive mate,uploaded,311,,,True,tax_invoice,3,bill_to,False,361,MATCHED,,814,2026-07-30T08:15:54.958508
30837,Income Insurance,3000,SGD,Closed,Drive lah,not_invoice,312,,,False,letter,2,bill_to,False,,QUARANTINE,,814,2026-07-30T08:15:58.864005
30834,Sentrilock LLC,854.88,USD,Closed,Drive mate,uploaded,313,,,True,invoice,3,bill_to,False,130,MATCHED,5030,814,2026-07-30T08:16:17.180305
30813,ABWIN SERVICE PTE LTD,3270,SGD,Closed,Drive lah,uploaded,314,,,True,tax_invoice,2,bill_to,False,,QUARANTINE,,814,2026-07-30T08:16:23.406627
30736,AWS,10379.34,SGD,Closed,Central,uploaded,315,,,True,tax_invoice,2,bill_to,False,355,MATCHED,,814,2026-07-30T08:16:41.335197
30724,Autorola,386.75,AUD,Closed,Drive mate,uploaded,316,,,True,tax_invoice,3,bill_to,False,41,MATCHED,5032,814,2026-07-30T08:16:59.873913
30717,Focussed Loss Management,220,AUD,Closed,Drive mate,duplicate,,inv#289,hash,,,,,,,,,814,2026-07-30T08:17:06.871710
30716,Focussed Loss Management,330,AUD,Closed,Drive mate,uploaded,317,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:17:07.413451
30622,Focussed	Assessing	Pty	Ltd	(ABN	92	143	234	066),165,AUD,Closed,Drive mate,uploaded,318,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:17:14.242438
30618,Towlah,200,SGD,Closed,Drive Lah,no_attachment,,,,,,,,,,,,814,2026-07-30T08:17:20.881570
30588,AFCA,17258.9,AUD,Approval Required,Drive mate,uploaded,319,,,True,tax_invoice,3,bill_to,False,650,MATCHED,5025,814,2026-07-30T08:17:20.881593
30587,Michael Green,220,AUD,Approval Required,Drive mate,uploaded,320,,,True,tax_invoice,3,bill_to,False,622,MATCHED,6501,814,2026-07-30T08:17:38.709773
30539,Town & Country Accident & Breakdown Towing,1469.6,AUD,Closed,Drive mate,uploaded,321,,,True,tax_invoice,3,bill_to,False,667,MATCHED,5025,814,2026-07-30T08:17:54.212344
30530,Matheus van der Kooi,3485.17,AUD,Closed,Drive mate,uploaded,322,,,,,3,platform,False,187,MATCHED,5062,814,2026-07-30T08:18:03.146128
30475,Craig Letters,286.37,AUD,Closed,Drive mate,uploaded,323,,,,,3,platform,False,,QUARANTINE,,814,2026-07-30T08:18:18.440275
30473,ISS First Response,8207.27,AUD,Approved,Drive mate,uploaded,324,,,True,tax_invoice,3,bill_to,False,656,MATCHED,5032,814,2026-07-30T08:18:33.803008
30472,Humax,10000,USD,Closed,Drive mate,uploaded,325,,,True,invoice,3,bill_to,False,649,MATCHED,5030,814,2026-07-30T08:18:51.848639
30470,Thinxtra Solutions Pty Ltd,12939.22,AUD,Closed,Drive mate,duplicate,,inv#310,semantic,True,tax_invoice,3,bill_to,,,,,814,2026-07-30T08:19:08.043412
30469,Sentrilock LLC,864.24,USD,Closed,Drive mate,uploaded,327,,,True,invoice,3,bill_to,False,130,MATCHED,5030,814,2026-07-30T08:19:30.233591
30383,Focussed	Assessing	Pty	Ltd,220,AUD,Closed,Drive Mate,uploaded,328,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:19:36.518691
30380,Focussed Assessing,220,AUD,Closed,Drive mate,uploaded,329,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:19:43.145492
30368,Aircall,2340.66,USD,Closed,Central,uploaded,330,,,True,invoice,2,bill_to,False,31,MATCHED,6701,814,2026-07-30T08:19:51.116913
30367,Aircall,2412,USD,Closed,Central,uploaded,331,,,True,invoice,2,bill_to,False,31,MATCHED,6701,814,2026-07-30T08:20:08.937346
30350,Focussed Assessing,220,AUD,Closed,Drive mate,uploaded,332,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:20:26.602458
30339,Focussed Assessing,165,AUD,Closed,Drive mate,uploaded,333,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:20:34.107185
30338,Focussed	Assessing	Pty	Ltd,330,AUD,Closed,Drive mate,uploaded,334,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:20:41.080071
30324,Focussed Assessing,330,AUD,Closed,Drive mate,uploaded,335,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:20:48.096084
30291,HDB,720,SGD,Closed,Drive Lah,not_invoice,336,,,False,spreadsheet_screenshot,2,platform,False,80,MATCHED,5060,814,2026-07-30T08:20:54.667788
30290,CHENG CHUAN MOTOR SERVICES ,650,SGD,Closed,Drive lah,uploaded,337,,,True,tax_invoice,2,bill_to,False,55,MATCHED,5032,814,2026-07-30T08:21:04.429637
30288,Stephen Inner West Smash Repairs Pty Ltd,3000,AUD,Closed,Drive mate,uploaded,338,,,True,tax_invoice,3,bill_to,False,138,MATCHED,5032,814,2026-07-30T08:21:08.584665
30248,Stephen Inner West Smash Repairs Pty Ltd,2748,AUD,Closed,Drive mate,uploaded,339,,,True,tax_invoice,3,bill_to,False,138,MATCHED,5032,814,2026-07-30T08:21:16.139549
30243,Fixed lah,100,SGD,Closed,Drive lah,not_invoice,340,,,False,report,2,bill_to,False,,QUARANTINE,,814,2026-07-30T08:21:24.304329
30221,Focussed Assessing,330,AUD,Closed,Drive mate,uploaded,341,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:21:41.537183
30177,Focussed	Assessing	Pty	Ltd	(ABN	92	143	234	066),330,AUD,Closed,Drive mate,no_attachment,,,,,,,,,,,,814,2026-07-30T08:21:49.360220
30176,Fixed Lah,510,SGD,Closed,Drive lah,uploaded,342,,,True,invoice,2,bill_to,False,,QUARANTINE,,814,2026-07-30T08:21:49.360248
30153, Focussed Assessing Pty Ltd,220,AUD,Approved,Drive mate,no_attachment,,,,,,,,,,,,814,2026-07-30T08:22:07.430807
30148,Focussed Assessing,220,AUD,Closed,Drive mate,uploaded,343,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:22:07.430830
30147,ACE,2997.5,AUD,Closed,Drive mate,no_attachment,,,,,,,,,,,,814,2026-07-30T08:22:14.016311
30138,INSURET,45982.77,AUD,Approval Required,Drive mate,not_invoice,344,,,False,letter,3,bill_to,False,119,MATCHED,5035,814,2026-07-30T08:22:14.016355
30128,Ken Morley Smash Repairs,338.8,AUD,Closed,Drive mate,uploaded,345,,,True,tax_invoice,3,bill_to,False,,QUARANTINE,,814,2026-07-30T08:22:21.537077
30126,Geraldine,176,AUD,Closed,Central,uploaded,346,,,True,tax_invoice,1,default,False,,QUARANTINE,,814,2026-07-30T08:22:39.206400
30118,VentureHaven,5553.6,SGD,Closed,Central,uploaded,347,,,True,invoice,1,bill_to,True,,QUARANTINE,,814,2026-07-30T08:22:57.882172
30103,ISS First Response,10660.5,AUD,Closed,Drive mate,uploaded,348,,,True,tax_invoice,3,bill_to,False,656,MATCHED,5032,814,2026-07-30T08:23:15.882548
30093,Humax | Altimobility Corp.,10000,USD,Closed,Drive mate,uploaded,349,,,True,invoice,3,bill_to,False,649,MATCHED,5030,814,2026-07-30T08:23:37.686394
30046,GT Insurance,2000,AUD,Closed,Drive mate,not_invoice,350,,,False,letter,3,bill_to,False,,QUARANTINE,,814,2026-07-30T08:23:53.170063
30020,Auto & General Insurance Services PTY LTD,3097.18,AUD,Approved,Drive mate,uploaded,351,,,,,3,platform,False,,QUARANTINE,,814,2026-07-30T08:24:10.987500
30001,	Focussed	Assessing	Pty	Ltd,165,AUD,Closed,Drive mate,uploaded,352,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:24:30.999779
29999,Matheus van der Kooi,2435.75,AUD,Closed,Drive mate,uploaded,353,,,,,3,platform,False,187,MATCHED,5062,814,2026-07-30T08:24:37.687580
29959,Auto Tow Nominees Pty Ltd,1025.12,AUD,Closed,Drive mate,uploaded,354,,,True,tax_invoice,3,platform,False,361,MATCHED,,814,2026-07-30T08:24:53.564195
29957,CHENG CHUAN MOTOR SERVICES,800,SGD,Closed,Drive lah,uploaded,355,,,True,tax_invoice,2,bill_to,False,55,MATCHED,5032,814,2026-07-30T08:24:57.923685
29955,ato,8857,AUD,Closed,Drive mate,no_attachment,,,,,,,,,,,,814,2026-07-30T08:25:02.116196
29950,AWS,169.52,SGD,Closed,Central,uploaded,356,,,True,tax_invoice,2,bill_to,False,355,MATCHED,,814,2026-07-30T08:25:02.116230
29949,AWS,11315.15,SGD,Closed,Central,uploaded,357,,,True,tax_invoice,2,bill_to,False,355,MATCHED,,814,2026-07-30T08:25:20.726307
29947,ATO,8857.76,AUD,Closed,Drive mate,no_attachment,,,,,,,,,,,,814,2026-07-30T08:25:39.626861
29944,Car Rental Insurance,69472.07,AUD,Closed,Drive mate,uploaded,358,,,True,tax_invoice,3,bill_to,False,119,MATCHED,5035,814,2026-07-30T08:25:39.626885
29936,Focussed Assessing,330,AUD,Closed,Drive mate,uploaded,359,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:25:48.120345
29908,Focussed Assessing,165,AUD,Closed,Drive mate,uploaded,360,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:25:54.810526
29880,VentureHaven Pte Ltd,2185.5,SGD,Closed,Central,not_invoice,361,,,False,proforma_invoice,2,bill_to,False,,QUARANTINE,,814,2026-07-30T08:26:03.055538
29877,Netrust,545,SGD,Closed,Drive lah,uploaded,362,,,True,invoice,2,bill_to,False,597,MATCHED,6701,814,2026-07-30T08:26:21.286864
29838,VIGNESH ,333,SGD,Closed,Drive lah,no_attachment,,,,,,,,,,,,814,2026-07-30T08:26:36.027992
29761,Philcare,3742.17,SGD,Closed,Central,no_attachment,,,,,,,,,,,,814,2026-07-30T08:26:36.028031
29759,NTUC,4246.07,SGD,Closed,Drive Lah,no_attachment,,,,,,,,,,,,814,2026-07-30T08:26:36.028059
29746,CHENG CHUAN MOTOR SERVICES,300,SGD,Closed,Drive lah,uploaded,363,,,True,tax_invoice,2,bill_to,False,55,MATCHED,5032,814,2026-07-30T08:26:36.028084
29732,Paolo Villaflores,600,AUD,Closed,Drive mate,not_invoice,364,,,False,letter,3,bill_to,False,,QUARANTINE,,814,2026-07-30T08:26:40.527698
29637,Focussed Assessing,330,AUD,Closed,Drive mate,uploaded,365,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:26:58.441660
29616,Tow lah,70,SGD,Closed,Drive lah,not_invoice,366,,,False,receipt,2,bill_to,False,,QUARANTINE,,814,2026-07-30T08:27:05.253278
29590,Focussed Loss Management,220,AUD,Closed,Drive mate,uploaded,367,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:27:23.447668
29572,NORMAN CHAN,1045,AUD,Closed,Drive Mate,uploaded,368,,,True,tax_invoice,3,bill_to,False,111,MATCHED,5001,814,2026-07-30T08:27:30.759749
29558,CHENG CHUAN MOTOR SERVICE,100,SGD,Closed,Drive lah,uploaded,369,,,True,tax_invoice,2,bill_to,False,55,MATCHED,5032,814,2026-07-30T08:27:48.087424
29538,ISS First Response,14294.12,AUD,Closed,Drive mate,uploaded,370,,,True,tax_invoice,3,bill_to,False,656,MATCHED,5032,814,2026-07-30T08:27:52.178523
29537,THINXTRA SOLUTIONS PTY LTD,11502.1,AUD,Closed,Drive mate,uploaded,371,,,True,tax_invoice,3,bill_to,False,142,MATCHED,5030,814,2026-07-30T08:28:10.740223
29524, Focussed Assessing,82.5,AUD,Closed,Drive mate,uploaded,372,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:28:28.095614
29514,Stephen Inner West Smash Repairs Pty Ltd,3801.6,AUD,Closed,Drive mate,uploaded,373,,,True,tax_invoice,3,bill_to,False,138,MATCHED,5032,814,2026-07-30T08:28:34.915981
29476,AWS,166.38,SGD,Closed,Drive lah,uploaded,374,,,True,tax_invoice,2,bill_to,False,355,MATCHED,,814,2026-07-30T08:28:42.880875
29475,AWS,9862.47,SGD,Closed,Central,uploaded,375,,,True,tax_invoice,2,bill_to,False,355,MATCHED,,814,2026-07-30T08:29:01.552217
29474,AWS,10365.04,SGD,Closed,Central,uploaded,376,,,True,tax_invoice,2,bill_to,False,355,MATCHED,,814,2026-07-30T08:29:20.942603
29473,AWS,170.05,SGD,Closed,Central,uploaded,377,,,True,tax_invoice,2,bill_to,False,355,MATCHED,,814,2026-07-30T08:29:39.425982
29437,Mova Automotive Pte Ltd.,3270,SGD,Closed,Drive lah,uploaded,378,,,,,2,platform,False,106,MATCHED,5032,814,2026-07-30T08:29:57.425331
29415,Focussed Assessing,330,AUD,Closed,Drive mate,uploaded,379,,,True,tax_invoice,3,bill_to,False,72,MATCHED,5034,814,2026-07-30T08:30:02.731330
29390,Cake for Employees,50,SGD,Closed,Central,no_attachment,,,,,,,,,,,,814,2026-07-30T08:30:09.368105
29388,Rohde Smash Repairs,440,AUD,Closed,Drive mate,uploaded,380,,,True,tax_invoice,3,bill_to,False,652,MATCHED,5032,814,2026-07-30T08:30:09.368139
29380,Craig Letters,225.56,AUD,Closed,Drive Mate,not_invoice,381,,,False,spreadsheet_screenshot,3,platform,False,,QUARANTINE,,814,2026-07-30T08:30:23.747350
29344,HDB,840,SGD,Closed,Drive lah,not_invoice,382,,,False,spreadsheet_screenshot,2,platform,False,80,MATCHED,5060,814,2026-07-30T08:30:42.411999
