entity,date,name,contra_account,amount
sg_pte_ltd,01/01/2024,Tow lah,Cost of Overhead Related to Service:Operating Expenses:Towing,2000.0
sg_pte_ltd,01/01/2024,Elite Car Ventures,Trade and other payables,0.0
sg_pte_ltd,01/01/2024,Elite Car Ventures,Cost of Overhead Related to Service:Operating Expenses,0.0
sg_pte_ltd,01/01/2024,Aircall,Trade and other payables - USD,-2483.58
sg_pte_ltd,01/01/2024,Aircall,Other Operating Expenses:Technology System Cost,2483.58
sg_pte_ltd,01/01/2024,Komoco,Trade and other payables,0.0
sg_pte_ltd,01/01/2024,KORE Wireless Inc.,Trade and other payables - USD,0.0
sg_pte_ltd,01/01/2024,Roobykon,Trade and other payables - USD,0.0
sg_pte_ltd,02/01/2024,MoEngage,Trade and other payables - USD,-2939.4
sg_pte_ltd,02/01/2024,MoEngage,Other Operating Expenses:Technology System Cost,2939.4
sg_pte_ltd,02/01/2024,AWS,Trade and other payables,-2219.52
sg_pte_ltd,02/01/2024,AWS,Other Operating Expenses:Technology System Cost,2219.52
sg_pte_ltd,05/01/2024,NEW POS NETWORK(S) PTE LTD,Trade and other payables,-4.9
sg_pte_ltd,05/01/2024,NEW POS NETWORK(S) PTE LTD,Other Operating Expenses:Technology System Cost,4.9
sg_pte_ltd,09/01/2024,JustCo,Trade and other payables,-3.24
sg_pte_ltd,09/01/2024,JustCo,Trade and other payables,-4212.0
sg_pte_ltd,09/01/2024,MoEngage,Trade and other payables - USD,-2788.9
sg_pte_ltd,09/01/2024,MoEngage,Exchange Gain or Loss,-2788.9
sg_pte_ltd,19/01/2024,Eventila Technologies Pvt Ltd,Trade and other payables - USD,-402.24
sg_pte_ltd,19/01/2024,Eventila Technologies Pvt Ltd,Other Operating Expenses:Technology System Cost,402.24
sg_pte_ltd,23/01/2024,NTUC,Trade and other payables,-1500.0
sg_pte_ltd,23/01/2024,NTUC,Cost of Service:Insurance,1500.0
sg_pte_ltd,23/01/2024,Aircall,Trade and other payables - USD,-2486.06
sg_pte_ltd,23/01/2024,Eventila Technologies Pvt Ltd,Trade and other payables - USD,-402.24
sg_pte_ltd,24/01/2024,VALLETTA SOFTWARE,Trade and other payables - USD,-1578.34
sg_pte_ltd,24/01/2024,VALLETTA SOFTWARE,Other Operating Expenses:Technology System Cost,1578.34
sg_pte_ltd,26/01/2024,VALLETTA SOFTWARE,Trade and other payables - USD,-1578.34
sg_pte_ltd,27/01/2024,ARENA DETAILING PTE. LTD,Trade and other payables,-600.0
sg_pte_ltd,27/01/2024,ARENA DETAILING PTE. LTD,Cost of Overhead Related to Service:Operating Expenses:Sticker payouts,600.0
sg_pte_ltd,29/01/2024,Aircall,Trade and other payables - USD,-2380.73
sg_pte_ltd,29/01/2024,Aircall,Other Operating Expenses:Technology System Cost,2380.73
sg_pte_ltd,29/01/2024,NTUC,Trade and other payables,-3000.0
sg_pte_ltd,29/01/2024,NTUC,Cost of Service:Insurance,3000.0
sg_pte_ltd,30/01/2024,VALLETTA SOFTWARE,Trade and other payables - USD,-2044.4
sg_pte_ltd,30/01/2024,VALLETTA SOFTWARE,Other Operating Expenses:Technology System Cost,2044.4
sg_pte_ltd,31/01/2024,Onfido,Trade and other payables - USD,-5398.36
sg_pte_ltd,31/01/2024,Onfido,Other Operating Expenses:Technology System Cost,5398.36
sg_pte_ltd,02/02/2024,Roobykon,Trade and other payables - USD,-698.43
sg_pte_ltd,02/02/2024,Roobykon,Technology Development,698.43
sg_pte_ltd,02/02/2024,AWS,Trade and other payables,-2248.28
sg_pte_ltd,02/02/2024,AWS,Other Operating Expenses:Technology System Cost,2248.28
sg_pte_ltd,03/02/2024,ARENA DETAILING PTE. LTD,Trade and other payables,-600.0
sg_pte_ltd,04/02/2024,Tokio Marine,Trade and other payables,-3270.0
sg_pte_ltd,04/02/2024,Tokio Marine,Cost of Service:Insurance,3270.0
sg_pte_ltd,05/02/2024,VALLETTA SOFTWARE,Trade and other payables - USD,-2044.4
sg_pte_ltd,08/02/2024,VALLETTA SOFTWARE,Trade and other payables - USD,-1484.62
sg_pte_ltd,12/02/2024,VALLETTA SOFTWARE,Trade and other payables - USD,-1741.1
sg_pte_ltd,12/02/2024,VALLETTA SOFTWARE,Other Operating Expenses:Technology System Cost,1741.1
sg_pte_ltd,13/02/2024,Roobykon,Trade and other payables - USD,-698.43
sg_pte_ltd,14/02/2024,Abwin Leasing,Trade and other payables,-1526.0
sg_pte_ltd,14/02/2024,Abwin Leasing,Due from Fleet,1526.0
sg_pte_ltd,15/02/2024,VALLETTA SOFTWARE,Trade and other payables - USD,-1741.1
sg_pte_ltd,16/02/2024,Abwin Leasing,Trade and other payables,-1526.0
sg_pte_ltd,18/02/2024,VR Graphics,Trade and other payables - INR,-340.31
sg_pte_ltd,18/02/2024,VR Graphics,Other Operating Expenses:Marketing - Advertising (new customers),340.31
sg_pte_ltd,19/02/2024,VALLETTA SOFTWARE,Trade and other payables - USD,-1395.44
sg_pte_ltd,19/02/2024,VALLETTA SOFTWARE,Other Operating Expenses:Technology System Cost,1395.44
sg_pte_ltd,21/02/2024,Palms Bistro,Trade and other payables,-1547.0
sg_pte_ltd,21/02/2024,Palms Bistro,Other Operating Expenses:Admin Expense,1547.0
sg_pte_ltd,21/02/2024,Tow lah,Trade and other payables,-2000.0
sg_pte_ltd,21/02/2024,MoEngage,Trade and other payables - USD,-2938.53
sg_pte_ltd,21/02/2024,MoEngage,Exchange Gain or Loss,-2938.53
sg_pte_ltd,24/02/2024,Tow lah,Trade and other payables,-1680.0
sg_pte_ltd,24/02/2024,Tow lah,Cost of Overhead Related to Service:Operating Expenses:Towing,1680.0
sg_pte_ltd,24/02/2024,NTUC,Trade and other payables,-3000.0
sg_pte_ltd,24/02/2024,NTUC,Cost of Service:Insurance,3000.0
sg_pte_ltd,24/02/2024,VR Graphics,Trade and other payables - INR,-340.31
sg_pte_ltd,24/02/2024,AWS,Trade and other payables,-2219.52
sg_pte_ltd,24/02/2024,Palms Bistro,Trade and other payables,-1547.0
sg_pte_ltd,26/02/2024,ComfortDelGro Rent-A-Car Pte Ltd,Trade and other payables,-1000.0
sg_pte_ltd,26/02/2024,ComfortDelGro Rent-A-Car Pte Ltd,Other Deposit,1000.0
sg_pte_ltd,28/02/2024,VALLETTA SOFTWARE,Trade and other payables - USD,-1176.27
sg_pte_ltd,28/02/2024,VALLETTA SOFTWARE,Other Operating Expenses:Technology System Cost,1176.27
sg_pte_ltd,29/02/2024,ARENA DETAILING PTE. LTD,Trade and other payables,-710.0
sg_pte_ltd,29/02/2024,ARENA DETAILING PTE. LTD,Cost of Overhead Related to Service:Operating Expenses:Sticker payouts,710.0
sg_pte_ltd,29/02/2024,Aircall,Trade and other payables - USD,-2524.53
sg_pte_ltd,29/02/2024,Aircall,Other Operating Expenses:Technology System Cost,2524.53
sg_pte_ltd,29/02/2024,Onfido,Trade and other payables - USD,-5465.67
sg_pte_ltd,29/02/2024,Onfido,Other Operating Expenses:Technology System Cost,5465.67
sg_pte_ltd,29/02/2024,Onfido,Trade and other payables - USD,-5401.87
sg_pte_ltd,29/02/2024,Onfido,Exchange Gain or Loss,-5401.87
sg_pte_ltd,29/02/2024,Aircall,Trade and other payables - USD,-2380.73
sg_pte_ltd,29/02/2024,MoEngage,Trade and other payables - USD,-2939.4
sg_pte_ltd,01/03/2024,Tokio Marine,Trade and other payables,-29934.13
sg_pte_ltd,01/03/2024,Tokio Marine,Cost of Service:Insurance,29934.13
sg_pte_ltd,01/03/2024,VALLETTA SOFTWARE,Trade and other payables - USD,-1176.27
sg_pte_ltd,02/03/2024,MoEngage,Trade and other payables - USD,-2949.68
sg_pte_ltd,02/03/2024,MoEngage,Other Operating Expenses:Technology System Cost,2949.68
sg_pte_ltd,02/03/2024,AWS,Trade and other payables,-15195.83
sg_pte_ltd,02/03/2024,AWS,Other Operating Expenses:Technology System Cost,15195.83
sg_pte_ltd,02/03/2024,AWS,Trade and other payables,-2306.53
sg_pte_ltd,02/03/2024,AWS,Other Operating Expenses:Technology System Cost,2306.53
sg_pte_ltd,02/03/2024,AWS,Trade and other payables,-2306.53
sg_pte_ltd,02/03/2024,AWS,Other Operating Expenses:Technology System Cost,2306.53
sg_pte_ltd,04/03/2024,Body Fix,Trade and other payables,-3270.0
sg_pte_ltd,04/03/2024,Body Fix,Cost of Overhead Related to Service:Operating Expenses,3270.0
sg_pte_ltd,04/03/2024,Intercom,Trade and other payables - USD,-20209.36
sg_pte_ltd,04/03/2024,Intercom,Other Operating Expenses:Technology System Cost,20209.36
sg_pte_ltd,04/03/2024,VALLETTA SOFTWARE,Trade and other payables - USD,-1395.44
sg_pte_ltd,05/03/2024,CHENG CHUAN MOTOR SERVICES,Trade and other payables,-4390.0
sg_pte_ltd,05/03/2024,CHENG CHUAN MOTOR SERVICES,Cost of Overhead Related to Service:Operating Expenses:Workshop,4390.0
sg_pte_ltd,05/03/2024,ARENA DETAILING PTE. LTD,Trade and other payables,-710.0
sg_pte_ltd,09/03/2024,JustCo,Trade and other payables,-4251.0
sg_pte_ltd,09/03/2024,JustCo,Other Operating Expenses:Corporate - Office Rent,4251.0
sg_pte_ltd,09/03/2024,Onfido,Trade and other payables - USD,-5398.36
sg_pte_ltd,13/03/2024,NEW POS NETWORK(S) PTE LTD,Trade and other payables,-4.9
sg_pte_ltd,14/03/2024,Car mobile detailing,Trade and other payables,-120.0
sg_pte_ltd,14/03/2024,Car mobile detailing,Cost of Overhead Related to Service:Operating Expenses:Cleaning,120.0
sg_pte_ltd,14/03/2024,Abwin Leasing,Trade and other payables,-1526.0
sg_pte_ltd,14/03/2024,Abwin Leasing,Due from Fleet,1526.0
sg_pte_ltd,14/03/2024,Body Fix,Trade and other payables,-3270.0
sg_pte_ltd,17/03/2024,Car mobile detailing,Trade and other payables,-180.0
sg_pte_ltd,17/03/2024,Car mobile detailing,Cost of Overhead Related to Service:Operating Expenses:Cleaning,180.0
sg_pte_ltd,19/03/2024,JustCo,Trade and other payables,-4251.0
sg_pte_ltd,19/03/2024,JustCo,Other Operating Expenses:Corporate - Office Rent,4251.0
sg_pte_ltd,19/03/2024,Car mobile detailing,Trade and other payables,-120.0
sg_pte_ltd,20/03/2024,Abwin Leasing,Trade and other payables,-1526.0
sg_pte_ltd,22/03/2024,Hello Travel Pte Ltd,Trade and other payables,-4000.0
sg_pte_ltd,22/03/2024,Hello Travel Pte Ltd,Other Operating Expenses:Marketing - Advertising (new customers),4000.0
sg_pte_ltd,24/03/2024,Eventila Technologies Pvt Ltd,Trade and other payables - USD,-2020.31
sg_pte_ltd,24/03/2024,Eventila Technologies Pvt Ltd,Other Operating Expenses:Technology System Cost,2020.31
sg_pte_ltd,25/03/2024,Car mobile detailing,Trade and other payables,-180.0
sg_pte_ltd,26/03/2024,Car mobile detailing,Trade and other payables,-220.0
sg_pte_ltd,26/03/2024,Car mobile detailing,Cost of Overhead Related to Service:Operating Expenses:Cleaning,220.0
sg_pte_ltd,27/03/2024,Automotive Glass Works Pte Ltd,Trade and other payables,-632.2
sg_pte_ltd,27/03/2024,Automotive Glass Works Pte Ltd,Cost of Overhead Related to Service:Operating Expenses,632.2
sg_pte_ltd,28/03/2024,Automotive Glass Works Pte Ltd,Trade and other payables,-632.2
sg_pte_ltd,29/03/2024,Aircall,Trade and other payables - USD,-2622.99
sg_pte_ltd,29/03/2024,Aircall,Other Operating Expenses:Technology System Cost,2622.99
sg_pte_ltd,31/03/2024,Gupshup,Trade and other payables - USD,-167.45
sg_pte_ltd,31/03/2024,Gupshup,Other Operating Expenses:Technology System Cost,167.45
sg_pte_ltd,31/03/2024,Onfido,Trade and other payables - USD,-5483.1
sg_pte_ltd,31/03/2024,Onfido,Other Operating Expenses:Technology System Cost,5483.1
sg_pte_ltd,01/04/2024,Tow lah,Trade and other payables,-3380.0
sg_pte_ltd,01/04/2024,Tow lah,Cost of Overhead Related to Service:Operating Expenses:Towing,3380.0
sg_pte_ltd,02/04/2024,AWS,Trade and other payables,-3221.37
sg_pte_ltd,02/04/2024,AWS,Other Operating Expenses:Technology System Cost,3221.37
sg_pte_ltd,02/04/2024,AWS,Trade and other payables,-12570.54
sg_pte_ltd,02/04/2024,AWS,Other Operating Expenses:Technology System Cost,12570.54
sg_pte_ltd,03/04/2024,JustCo,Trade and other payables,-4251.0
sg_pte_ltd,03/04/2024,MoEngage,Trade and other payables - USD,-2946.62
sg_pte_ltd,03/04/2024,MoEngage,Other Operating Expenses:Technology System Cost,2946.62
sg_pte_ltd,03/04/2024,JustCo,Trade and other payables,-4251.0
sg_pte_ltd,03/04/2024,Hello Travel Pte Ltd,Trade and other payables,-4000.0
sg_pte_ltd,04/04/2024,Onfido,Trade and other payables - USD,-5465.67
sg_pte_ltd,04/04/2024,Car mobile detailing,Trade and other payables,-220.0
sg_pte_ltd,05/04/2024,NTUC,Trade and other payables,-1500.0
sg_pte_ltd,05/04/2024,NTUC,Cost of Service:Insurance,1500.0
sg_pte_ltd,05/04/2024,Tow lah,Trade and other payables,-1680.0
sg_pte_ltd,05/04/2024,Elite Car Ventures,Trade and other payables,-7248.5
sg_pte_ltd,05/04/2024,Elite Car Ventures,Cost of Overhead Related to Service:Operating Expenses:Workshop,7248.5
sg_pte_ltd,05/04/2024,MoEngage,Trade and other payables - USD,-2949.68
sg_pte_ltd,05/04/2024,AWS,Trade and other payables,-2248.28
sg_pte_ltd,05/04/2024,AWS,Trade and other payables,-2306.53
sg_pte_ltd,08/04/2024,Aircall,Trade and other payables - USD,-2524.53
sg_pte_ltd,08/04/2024,Eventila Technologies Pvt Ltd,Trade and other payables - USD,-2023.73
sg_pte_ltd,08/04/2024,Eventila Technologies Pvt Ltd,Exchange Gain or Loss,-2023.73
sg_pte_ltd,11/04/2024,Car mobile detailing,Trade and other payables,-260.0
sg_pte_ltd,11/04/2024,Car mobile detailing,Cost of Overhead Related to Service:Operating Expenses:Cleaning,260.0
sg_pte_ltd,14/04/2024,Abwin Leasing,Trade and other payables,-1526.0
sg_pte_ltd,14/04/2024,Abwin Leasing,Due from Fleet,1526.0
sg_pte_ltd,15/04/2024,Car mobile detailing,Trade and other payables,-340.0
sg_pte_ltd,15/04/2024,Car mobile detailing,Cost of Overhead Related to Service:Operating Expenses:Cleaning,340.0
sg_pte_ltd,17/04/2024,Car mobile detailing,Trade and other payables,-260.0
sg_pte_ltd,17/04/2024,Abwin Leasing,Trade and other payables,-1526.0
sg_pte_ltd,17/04/2024,Elite Car Ventures,Trade and other payables,-6005.9
sg_pte_ltd,17/04/2024,Elite Car Ventures,Cost of Overhead Related to Service:Operating Expenses:Workshop,6005.9
sg_pte_ltd,17/04/2024,AWS,Trade and other payables,-15195.83
sg_pte_ltd,19/04/2024,Car mobile detailing,Trade and other payables,-340.0
sg_pte_ltd,21/04/2024,VR Graphics,Trade and other payables - INR,-366.86
sg_pte_ltd,21/04/2024,VR Graphics,Other Operating Expenses:Marketing - Advertising (new customers),366.86
sg_pte_ltd,24/04/2024,Elite Car Ventures,Trade and other payables,0.0
sg_pte_ltd,24/04/2024,Elite Car Ventures,Cost of Overhead Related to Service:Operating Expenses,0.0
sg_pte_ltd,24/04/2024,ComfortDelGro Rent-A-Car Pte Ltd,Trade and other payables,-3270.0
sg_pte_ltd,24/04/2024,ComfortDelGro Rent-A-Car Pte Ltd,Due from Fleet,3270.0
sg_pte_ltd,24/04/2024,Car mobile detailing,Trade and other payables,-300.0
sg_pte_ltd,24/04/2024,Car mobile detailing,Cost of Overhead Related to Service:Operating Expenses:Cleaning,300.0
sg_pte_ltd,24/04/2024,CHENG CHUAN MOTOR SERVICES,Trade and other payables,-9320.0
sg_pte_ltd,24/04/2024,CHENG CHUAN MOTOR SERVICES,Cost of Overhead Related to Service:Operating Expenses:Workshop,9320.0
sg_pte_ltd,27/04/2024,ARENA DETAILING PTE. LTD,Trade and other payables,-220.0
sg_pte_ltd,27/04/2024,ARENA DETAILING PTE. LTD,Cost of Overhead Related to Service:Operating Expenses:Sticker payouts,220.0
sg_pte_ltd,29/04/2024,Aircall,Trade and other payables - USD,-2587.97
sg_pte_ltd,29/04/2024,Aircall,Other Operating Expenses:Technology System Cost,2587.97
sg_pte_ltd,29/04/2024,VR Graphics,Trade and other payables - INR,-366.86
sg_pte_ltd,30/04/2024,KORE Wireless Inc.,Trade and other payables - USD,-2990.22
sg_pte_ltd,30/04/2024,KORE Wireless Inc.,Other Operating Expenses:Technology System Cost,2990.22
sg_pte_ltd,30/04/2024,Incrementors,Trade and other payables,-1353.92
sg_pte_ltd,30/04/2024,Incrementors,"AI, Internet & Website Maintenance fees",1353.92
sg_pte_ltd,30/04/2024,Onfido,Trade and other payables - USD,-5472.56
sg_pte_ltd,30/04/2024,Onfido,Other Operating Expenses:Technology System Cost,5472.56
sg_pte_ltd,30/04/2024,Car mobile detailing,Trade and other payables,-300.0
sg_pte_ltd,30/04/2024,ARENA DETAILING PTE. LTD,Trade and other payables,-220.0
sg_pte_ltd,02/05/2024,Car mobile detailing,Trade and other payables,-240.0
sg_pte_ltd,02/05/2024,Car mobile detailing,Cost of Overhead Related to Service:Operating Expenses:Cleaning,240.0
sg_pte_ltd,02/05/2024,MoEngage,Trade and other payables - USD,-2684.08
sg_pte_ltd,02/05/2024,MoEngage,Other Operating Expenses:Technology System Cost,2684.08
sg_pte_ltd,02/05/2024,VALLETTA SOFTWARE,Trade and other payables - USD,-1484.62
sg_pte_ltd,02/05/2024,VALLETTA SOFTWARE,Other Operating Expenses:Technology System Cost,1484.62
sg_pte_ltd,02/05/2024,AWS,Trade and other payables,-849.48
sg_pte_ltd,02/05/2024,AWS,Other Operating Expenses:Technology System Cost,849.48
sg_pte_ltd,02/05/2024,AWS,Trade and other payables,-7562.04
sg_pte_ltd,02/05/2024,AWS,Other Operating Expenses:Technology System Cost,7562.04
sg_pte_ltd,02/05/2024,Incrementors,Trade and other payables,-1353.92
sg_pte_ltd,03/05/2024,Singapore Network Information Centre,Trade and other payables,-436.0
sg_pte_ltd,03/05/2024,Singapore Network Information Centre,Other Operating Expenses:Technology System Cost,436.0
sg_pte_ltd,03/05/2024,Elite Car Ventures,Trade and other payables,0.0
sg_pte_ltd,03/05/2024,Elite Car Ventures,Trade and other payables,-7248.5
sg_pte_ltd,07/05/2024,Car mobile detailing,Trade and other payables,-280.0
sg_pte_ltd,07/05/2024,Car mobile detailing,Cost of Overhead Related to Service:Operating Expenses:Cleaning,280.0
sg_pte_ltd,07/05/2024,Aircall,Trade and other payables - USD,-2622.99
sg_pte_ltd,08/05/2024,ComfortDelGro Rent-A-Car Pte Ltd,Trade and other payables,-3270.0
sg_pte_ltd,09/05/2024,Astute Autoworks,Trade and other payables,-3417.6
sg_pte_ltd,09/05/2024,Astute Autoworks,Cost of Overhead Related to Service:Operating Expenses,3417.6
sg_pte_ltd,09/05/2024,Car mobile detailing,Trade and other payables,-240.0
sg_pte_ltd,10/05/2024,NTUC,Trade and other payables,-3000.0
sg_pte_ltd,10/05/2024,NTUC,Cost of Service:Insurance,3000.0
sg_pte_ltd,14/05/2024,Abwin Leasing,Trade and other payables,-1526.0
sg_pte_ltd,14/05/2024,Abwin Leasing,Due from Fleet,1526.0
sg_pte_ltd,15/05/2024,Car mobile detailing,Trade and other payables,-280.0
